faq2_id,q_title,q_writer,q_date,question,a_depart,a_date,answer
21,옥인동 공영주차장 준공 지연 및 불합리한 주차단속 관련 대책 요구,김○○,2025-09-10 15:32:58,"저는 옥인동 인근으로 이사하며 8월 말 완공 예정이라는 종로구 옥인동 공영주차장을 믿고 생활 기반을 옮겼습니다. 그러나 현재까지 주차장은 계속해서 준공이 미뤄지고 있으며, 주민들이 사용할 수 있는 공영주차장은 전혀 마련되지 않은 상태입니다.

그런데도 종로구청은 골목 주차 단속만을 강행하고 있습니다. 주차 수요는 뻔히 예상되는 상황에서, 주차 대체 시설은 마련하지 않은 채 단속만 하는 것은 주민들의 주거권과 생활권을 무시하는 처사입니다.

저와 같은 주민들은 불편과 피해를 감수하며 살아가고 있는데, 구청은 아무런 책임 있는 대책도 내놓지 않고 있습니다. 이는 행정의 기본 책무를 방기하는 것이며, 주민을 무시하는 행정으로밖에 보이지 않습니다.

이에 종로구청은 다음과 같은 구체적이고 실효적인 대책을 즉시 마련해 주시기 바랍니다.

1. 옥인동 공영주차장의 준공 시기를 명확히 확정하고, 지연 사유 및 향후 일정에 대해 주민들에게 투명하게 공지할 것.


2. 준공 전까지 주민들이 합리적으로 이용할 수 있는 임시 주차장 또는 대체 공간을 확보할 것.


3. 대체 주차 대책이 마련되기 전까지는 골목 주차 단속을 유예하거나, 최소한 주민들의 불가피한 상황을 고려한 탄력적 단속 방침을 마련할 것.



종로구청은 주민들이 납득할 수 있는 책임 있는 답변과 구체적 조치를 조속히 내놓기 바랍니다. 그렇지 않다면 본 민원은 더 상급 기관에까지 문제 제기할 수밖에 없음을 미리 알려드립니다.",도시재생국 주차관리과,2025-09-18 09:02:32,"1. 구정발전에 많은 관심을 가져주시는 선생님께 감사의 말씀을 드립니다.

2. 선생님께서 우리구에 접수하신 상담민원(옥인동 공영주차장 준공 지연 및 불합리한 주차단속 관련)에 대하여 다음과 같이 답변드리겠습니다.

3. 현재 건설 중인 옥인동 공영주차장 및 복합시설 건설공사는 2025.10.31.을 준공기한으로 설정하여 공사를 추진 중에 있으며, 추후 공사기간 연장 시 안내현수막 등을 게시하는 등 주민분들께 안내드릴 수 있도록 하겠습니다.

4. 또한 준공 시까지 주민분들이 이용할 수 있는 임시 주차공간 및 대체 부지확보가 어려운 실정임을 너그러운 마음으로 양해하여 주시기 바라며, 주민분들의 주차난 해소를 위해 조속히 공사가 준공될 수 있도록 노력하겠습니다.

5. 아울러 주차 단속의 기본 목적은 차량 흐름에 장애가 발생예방에 있어 도로 통행에 명백한 지장이 발생하는 경우, 단속 공무원의 현장 판단에 따라 중점 단속을 실시하고 있습니다.

6. 특히 옥류림가 주변 도로(옥인동 179-1)는 지목상 공원이지만, 현실적으로는 다수의 차량과 보행자가 통행하는 현황상 도로이며 이는「도로교통법」 제2조제1호 라목에 해당하는 ‘불특정 다수가 통행할 수 있는 공개된 장소’로서 안전하고 원활한 교통 확보가 필요한 지역입니다. 또한 해당 민원지역과 같은 장소의 주차 단속은 같은법 제35조(주차위반에 대한 조치)에 근거하여 주차단속 공무원이 현장을 판단하여 진행되고 있습니다.

7. 단속 공무원은 현장의 교통 상황을 우선 확인한 후, 교통량이나 교통 장해가 심각하지 않은 경우에는 과태료 발부보다는 경고 조치를 우선하고 있으며 차량 소유자가 스스로 문제를 해결할 수 있도록 하고 있습니다. 이러한 절차는 주민 불편을 최소화하면서도 교통 소통을 확보하기 위한 조치임을 이해하여 주시기 바랍니다.

8. 더욱 궁금하신 사항은 종로구 주차관리과 김준규(주차장 건설 담당, ☎02-2148-3348) 및 주차관리과 이경복(주차 단속 담당, ☎02-2148-3376)으로 문의주시면 성심껏 답변드리겠습니다. 감사합니다. 끝."
22,김상옥로 주말 노상주차 자리 맡아두기 (기독교연합회관),이○○,2025-08-16 20:34:42,"김상옥로 주말 노상주차 자리 맡아두기 (기독교연합회관)

해당 도로는 공공 도로임에도 불구하고

주말 및 공휴일 주차 가능 시간대에 기독교연합회관 관계자들이 항상 자리를 맡아둡니다.

사유지가 아닌데 이렇게 맡아두는게 괜찮나요?

행사 오시는 분들은 돈내고 건물 지하주차장에 주차하면 되는거라고 생각합니다.

기독교 연합회관이 아닌 다른 이유로 종로구 주차를 이용하려는 사람들의 선택권이 침해되는게 아닌가 싶네요.

구청 차원에서 해결하지 않으면 아무도 해결할 수가 없을 것 같은데

심사숙고 해서 현명한 조치가 이뤄지길 바랍니다.",도시재생국 주차관리과,2025-08-22 08:53:30,"1. 안녕하십니까? 귀하께서 제기하신 민원은 김상옥로 주말·공휴일 주정차 허용구간에서 특정 기관 관계자가 주차 공간을 선점하여 사실상 사유화하고 있다는 불편 사항으로 이해되며, 민원내용을 검토한 결과 아래와 같이 답변드리겠습니다.

2. 해당 구간은 주말 및 공휴일 동안 한시적으로 주정차가 허용되는 구간으로, 구민 모두에게 개방된 공용 도로입니다.

3. 「도로법」 및 「도로교통법」 등 관련 규정상 특정 단체가 허용된 시간대에 반복적으로 주차하는 행위 자체에 대해 직접적인 행정처분 규정은 마련되어 있지 않습니다. 다만, 도로 위에 물건을 설치하여 자리를 선점하는 행위는 불법 적치물에 해당되어 제재 조치가 이루어질 수 있음을 안내드립니다.

4. 이에 따라 귀하께서 지적해 주신 사항은 관계 부서(가로정비과)에 전달하여, 도로 위 적치물에 대해 확인 및 필요한 조치를 취할 예정입니다. 아울러, 해당 교회(기독교연합회관) 측에도 본 민원 내용을 전달하여, 주말 및 공휴일 주정차 허용구간이 교인 전용으로 사유화되지 않도록 행정지도를 실시할 예정입니다.

5. 앞으로도 우리 구는 주민 여러분의 생활 불편을 최소화하고, 공공도로가 공정하게 이용될 수 있도록 관계 부서와 협력하여 지속적으로 노력하겠습니다.

6. 추가 문의사항이 있으실 경우 종로구청 주차관리과 이승훈 주무관(☎ 02-2148-3372) 또는 도로 위 적치물 관련 사항은 가로정비과 이종길 주무관(☎ 02-2148-2717)에게 연락 주시면 성심껏 안내드리겠습니다. 감사합니다. 끝."
23,대학로 방통대 공영주차장 대기 차량들의 악의적인 길막이,이○○,2025-08-15 20:02:16,"안녕하세요?

방통대근처에 사업지를 두고 있는 개인사업자입니다.

주말이나 휴일에 대학로 방송통신대학 공영주차장에 들어가려는 대기 차량들이 도로를 점령하고 있어 통행에 어려움이 잦습니다.
대기를 하더라도 한쪽으로 붙어서서 기다리면 어떻게라도 지나 다닐수 있는 공간이 마련되는데, 첨부파일에서 확인 할 수 있다시피 그냥 지나가려는 차들을 새치기 차량으로 인식하고 도로를 의도적으로 막아서는 일이 잦습니다.
첨부파일에 있는 동영상처럼 이런 말다툼이 많습니다.
어쩔수 없이 중앙선을 조금 침범해서라도 지나갈 수 있으면 문제가 없겠지만 횡단보도 근처에 설치되어 있는 볼라드 때문에 이것도 여의치 않습니다.
매 주말마다 아주 곤욕입니다.
적절한 조치 부탁드립니다.",도시재생국 주차관리과,2025-08-21 13:48:52,"1. 안녕하십니까? 귀하께서 문의하신 민원내용은 주말 및 공휴일 대학로 방송통신대학교 공영주차장 진입 대기 차량으로 인해 도로 통행에 불편사항으로 이해되며, 민원내용을 검토한 결과 아래와 같이 답변드리겠습니다.

2. 방통대 공영주차장 진입 구간은 대기 차량들로 인해 중앙선 침범 사례가 빈번히 발생하는 구간으로, 이에 따라 종로구에서 시선유도봉을 설치한 바 있습니다. 다만, 해당 시설은 교통사고 위험성 방지를 위해 설치된 것으로, 현재 시점에서 철거는 어렵다는 점을 양해 부탁드립니다.

3. 아울러, 주차장 진입 대기차량은 주행 중인 상태로 민원 접수에 따른 불법주정차 단속이 제한이 될 수 있으므로, 원활한 차량 소통을 위해서는 경찰의 교통정리가 병행적으로 필요한 부분입니다. 이에 따라 민원접수 시 관할 경찰서와 협조하여 교통정리 및 불법주정차 단속을 병행할 수 있도록 하겠습니다.

4. 또한, 해당 공영주차장을 관리하는 시설관리공단에서도 안내요원을 배치하여(평일 1명, 주말 또는 공휴일 3명) 차량 대기 질서 유지 및 교통 혼잡 완화를 위해 지속적으로 관리할 예정임을 안내드립니다.

5. 우리 구는 주민 여러분의 생활 불편을 최소화하고, 관계기관과 협의하여 주차질서와 보행 안전이 균형 있게 확보될 수 있도록 지속적으로 노력하도록 하겠습니다.

6. 추가로 문의사항이 있으실 경우 종로구청 주차관리과 이승훈 주무관(☎ 02-2148-3372)에게 연락 주시면 성심껏 안내드리겠습니다. 감사합니다. 끝."
24,통의동 79번지 전지요청,조○○,2025-08-06 15:48:00,"1) 문제점

종로구 통의동 79번지 끄레아 유료주차장 부지에 식재된 교목들이 수년간 전혀 관리되지 않고 방치되어, 골목길 절반 이상을 심각하게 뒤덮고 있습니다. 그로 인해 차량은 도로 우측 수목을 피하기 위해 좌측 건물 쪽으로 바짝 밀착해 진입해야 하며 (사진상 방향), 보행자의 경우도 마찬가지입니다. 이로 인한 구체적인 피해 사례가 다음과 같습니다.
①저희 소유 건물인 통의동 98번지 외벽 코너부는 반복적인 차량 접촉으로 인해, 벽체 훼손 및 간판 파손 등, 물리적 손상이 누적되고 있습니다.
②설치된 안전 볼라드(주황색)마저 차량에 밟혀서 휘어져 있는 상태로, 차량이 밀착해 주행한 결과입니다.
③높은 차량(예: 트럭 등)이 건물 측으로 바짝 붙어 회전하다가 간판 상단부에 충돌하여 외장 파손이 발생했습니다. 향후, 간판의 낙하로 보행자의 안전을 위협할 수 있습니다.
이 역시 수목 방치로 인한 차량 통행 제한의 결과로, 재산상 손해가 분명하게 발생한 사례입니다.
(※ 첨부사진 3건: 전지방치사진 외벽 손상 간판 파손)
④이로 인해 해당 건물(통의동 89번지)의 임차인(곰솔 음식점)은 차량 운전자에게 벽체를 인지시키기 위해 형광 녹색 페인트를 자비로 칠해 자구책을 취하고 있는 상황입니다.
이는 구조물 훼손이 단발적 현상이 아닌, 반복적이고 지속적인 피해임을 보여주는 단적인 사례입니다.
⑤또한 장마철 및 폭설 시, 교목 위에 쌓인 눈이나 비가 보행자나 차량 위로 낙하할 위험이 상존하고 있는 관계로, 나뭇가지 위로 적설된 눈은 저희 관리실 직원들이 직접 제거하고 있습니다. 아울러, 차량 통행이 원활하지 않아 상시적인 교통 혼잡이 발생하고 있으며, 이에 따라 저희 직원들이 주차관리 부재로 인한 교통 문제까지 주차장 경비원을 대신하여 해결하며, 보행자 안전과 차량 흐름 확보를 위해 지속적으로 조치하고 있는 실정입니다.

2)요약
①차량 통행의 안전성 저해 및 건물 외벽(코너부) 반복 손상
②건물 간판 파손 및 낙하 위험 발생
③보행자 동선 제한 및 통행권 침해 및 안전 위험
④골목 전체의 공공성과 공유 공간 기능 상실
⑤방치된 교목으로 인한 지속적 분쟁 및 민원 유발

3)결론

①해당 수목의 관리 책임은 끄레아 주차장 소유자에게 있으며, 이는 민법상 소유자의 유지·관리 의무에 해당합니다.
현재 방치된 나뭇가지들이 보행자 통로와 차량 통로를 침범하고 있고, 실제 건축물 피해와 구조물 손상이 확인된 만큼, 더 이상 방치되어서는 안 됩니다.
②이에 따라, 종로구청의 현장 실사 및 전지 명령, 이행 강제조치 등 강력하고 즉각적인 행정 조치를 요청드립니다.
첨부된 사진 자료를 통해 피해 사실을 확인해 주시고, 추가 사고 방지를 위해 빠른 조치 부탁드립니다.",도시관리국 도시녹지과,2025-08-12 13:36:17,"안녕하십니까? 우리 구정 발전에 관심과 애정을 가져주시는 귀하께 감사의 말씀을 드리며, 말씀 주신 내용에 대해 다음과 같이 답변드립니다.

25. 8. 8.(금) 16시경 현장 확인 결과, 유료주차장 내에서 자라는 수목이 좁은 도로쪽으로 자라 통행에 불편이 있음을 확인하였습니다.

다만, 제보 주신 바와 같이 사유지 내 수목은 소유주가 관리하여야 하는 사항으로 주차장 관리인을 만나 수목 정비에 대해 요청하였으며, 해당 토지 소유주에게도 공문을 전달하여 불편사항이 정비될 수 있도록 노력하겠습니다.

더 궁금하신 사항이 있으신 경우 종로구청 도시녹지과(담당 ☎2148-2853)로 문의하여 주시면 성심성의껏 안내해 드리겠습니다. 감사합니다."
25,통의동 23번지 전지요청,조○○,2025-08-06 15:11:30,"1)문제점

종로구 통의동 23번지 ‘까사 이태리아’ (상호명) 식당부지에 식재 된 교목들이 수년간 전혀 관리되지 않고 방치되어, 골목길 절반 이상을 심각하게 뒤덮고 있습니다. 차량이 통행할 때, 방치된 수목의 잎과 가지가 차량 측면에 접촉하면서 주차감지 경고음이 지속적으로 발생하고 있습니다. 이로 인해 운전자들은 본능적으로 나뭇가지를 피하기 위해 도로 우측(통의동 98번지 건물 측)으로 최대한 밀착하여 주행하게 되며, 그 결과 해당 건물 외벽과 간판에 반복적인 접촉 피해가 발생하고 있습니다. 그로 인해 차량은 도로 좌측 수목을 피하기 위해 우측 건물 쪽으로 바짝 밀착해 진입해야 하며 (사진상 방향), 보행자의 경우도 마찬가지입니다. 이로 인한 구체적인 피해 사례가 다음과 같습니다.
① 저희 소유 건물인 통의동 98번지 외벽 코너부는 반복적인 차량 접촉으로 인해, 벽체 훼손 및 간판 파손 등, 물리적 손상이 누적되고 있습니다.
② 설치된 안전 볼라드(주황색)마저 차량에 밟혀서 휘어져 있는 상태로, 차량이 밀착해 주행한 결과입니다.
③ 높은 차량(예: 트럭 등)이 건물 측으로 바짝 붙어 회전하다가 간판 상단부에 충돌하여 외장 파손이 발생했습니다. 향후, 간판의 낙하로 보행자의 안전을 위협할 수 있습니다.
이 역시 수목 방치로 인한 차량 통행 제한의 결과로, 재산상 손해가 분명하게 발생한 사례입니다.
(※ 첨부사진 3건: 전지방치사진 외벽 손상 간판 파손)
④ 이로 인해 해당 건물(통의동 98번지)의 임차인(곰솔 음식점)은 차량 운전자에게 벽체를 인지시키기 위해 형광 녹색 페인트를 자비로 칠해 자구책을 취하고 있는 상황입니다.
이는 구조물 훼손이 단발적 현상이 아닌, 반복적이고 지속적인 피해임을 보여주는 단적인 사례입니다.
⑤ 차량 통행이 원활하지 않아 상시적인 교통 혼잡이 발생하고 있으며, 이에 따라 저희 직원들이 주차관리 부재로 인한 교통 문제까지 주차장 경비원을 대신하여 해결하며, 보행자 안전과 차량 흐름 확보를 위해 지속적으로 조치하고 있는 실정입니다.

2)요약

① 차량 통행의 안전성 저해 및 건물 외벽(코너부) 반복 손상
② 건물 간판 파손 및 낙하 위험 발생
③ 보행자 동선 제한 및 통행권 침해 및 안전 위험
④ 골목 전체의 공공성과 공유 공간 기능 상실
⑤ 방치된 교목으로 인한 지속적 분쟁 및 민원 유발

3) 결론

① 해당 수목의 관리 책임은 통의동23번지 소유주에게 있으며, 이는 민법상 소유자의 유지·관리 의무에 해당합니다.
현재 방치된 나뭇가지들이 보행자 통로와 차량 통로를 침범하고 있고, 실제 건축물 피해와 구조물 손상이 확인된 만큼, 더 이상 방치되어서 는 안 됩니다.
② 이에 따라, 종로구청의 현장 실사 및 ‘전지’ 명령, 이행 강제조치 등 강력하고 즉각적인 행정 조치를 요청드립니다.
첨부된 사진 자료를 통해 피해 사실을 확인해 주시고, 추가 사고 방지를 위해 빠른 조치 부탁드립니다.",도시관리국 도시녹지과,2025-08-12 13:35:14,"안녕하십니까? 우리 구정 발전에 관심과 애정을 가져주시는 귀하께 감사의 말씀을 드리며, 말씀 주신 내용에 대해 다음과 같이 답변드립니다.

25. 8. 8.(금) 16시경 현장 확인 결과, 식당 건물에서 자라는 수목이 좁은 도로쪽으로 자라 통행에 불편이 있음을 확인하였습니다.

다만, 제보 주신 바와 같이 사유지 내 수목은 소유주가 관리하여야 하는 사항으로 식당 직원을 만나 수목 정비에 대해 요청하였으며, 해당 토지 소유주에게도 공문을 전달하여 불편사항이 정비될 수 있도록 노력하겠습니다.

더 궁금하신 사항이 있으신 경우 종로구청 도시녹지과(담당 ☎2148-2853)로 문의하여 주시면 성심성의껏 안내해 드리겠습니다. 감사합니다."
26,종로문화체육센터 셔틀버스 운행 확대 혹은 마을버스 신설 요청,장○○,2025-07-31 21:32:48,"종로문화체육센터에 셔틀버스를 이용해서 다니고 있는 주민입니다. 평소 센터 운영과 셔틀운행에 힘써주시는 분들께 감사드립니다.

그런데 이곳의 교통편에 대해 개선 요청 사항이 있어 의견을 드리고자 합니다.

제가 다니는 셔틀1호 지역 (센터-서촌지역-신영동-부암동-평창동) 지역에서 센터를 가기 위해서는 이 셔틀외에 대중교통으로는 접근하기가 너무나 어렵습니다.

셔틀은 1시간에 한번 다니고 09시-18시 까지만 운영하기 때문에 정규시간외에 이른 아침이나 저녁시간에 수강을 위해서는 자가용 승용차를 이용할 수 밖에 없습니다.

자가용승용차를 가지지 않은 저같은 주민으로서는 대중교통을 이용해서 다니길 몇번 시도해 보았습니다. 그러나 집-경복궁역 버스 1회 -도보로 약 1백미터 이동-버스 환승-내려서 도보로 10분 이상 이동하면 시간도 많이 걸리고 더큰 문제는 센터가 산 위에 있기 때문에 경사가 급한 길을 10분이상 걷기가 매우 힘들어서 다니기를 포기해야만 했습니다.

시설에서는 주차장 사용을 자제하고 대중교통 이용을 해달라고 권장하고 있지만 이런 사정 때문에 대중교통을 이용할 수가 없을 것 같습니다.

센터 앞에는 종로05번 마을버스가 운행중인데, 이 버스는 이름은 종로 마을버스이지만 독립문역쪽으로 해서 서대문구 쪽으로 운행하기 때문에 서대문구 주민들이 이 센터를 이용하는데 최적의 조건을 제공해주고 있죠. 운영시간도 새벽부터 밤 11시 까지구요. 센터 접근성이 너무 떨어지는 서북쪽 종로구민으로서는 부러울 따름입니다.

이에 다음과 같은 사항을 요청드립니다

1) 종로 05번과 같이 센터앞까지 운행되는 마을버스 신설을 검토해주십시오 2) 현재 운행되고 있는 셔틀1호의 운행시간을 오전 09시 이전과 18시 이후 센터 운영마감시간까지 확대해주십시오. 3)더 가능하다면 운행 편수도 1시간에 1번 외에 더 늘려주신다면 제일 좋겠구요.

적극 검토를 바랍니다. 감사합니다",문화환경국 관광체육과,2025-08-11 13:33:36,"1. 안녕하십니까? 귀하께서 건의하신 종로문화체육센터 셔틀버스 운행 관련 건의에 대해 깊이 감사드리며, 이에 대해 답변드립니다.
※ 첫번째 질문(마을버스 신설)에 대해서는 관련부서(교통행정과)에서 답변 예정입니다.

2. 부암동을 경유하는 종로문화체육센터 셔틀버스 1호차 운행시간은 08:10 ~ 18:10(센터 출발시간 기준)이며, 셔틀버스의 운행 시간·횟수 확대는 이용 편의성 향상 측면에서 매우 중요한 사안임을 공감합니다만, 이를 위해서는 추가 차량 확보, 인건비, 유류비 등 상당한 예산이 소요되며, 현재 시간대별 이용자 수를 고려하였을 때 우리 구의 재정 여건상 즉시 반영하기 어려운 상황임을 양해 부탁드립니다.

3. 우리 구에서는 향후 예산 상황과 이용자 수요를 종합적으로 검토하여, 공공체육시설 이용 불편을 최소화하도록 하겠습니다. 추가적으로 문의 사항이 있으신 경우 종로구 관광체육과 장영진 주무관(☎02-2148-1884)에게 연락주시면 성심껏 답변드리겠습니다. 감사합니다. 끝."
27,북악산산책로 3번출입구 쓰레기,정○○,2025-07-28 10:02:06,"요즘 북악산 산책로 3번 출입구 주차장에서 계단으로 올라가는 곳에 담배꽁초와 쓰레기가 너무 많습니다.
관리자가 매일 치우는 모습이 보이는데도 인근에 카페가 생긴후로는 담배꽁초가 너무 많아요. 산으로 올라가는 계단 입구에 금연 쓰레기투기 방지판을 부착해 주셨으면 합니다.
산불위험도 있고 요즘 외국인들도 꽤 오던데 너무 더러워서 부끄럽습니다.감사합니다.",도시관리국 도시녹지과,2025-08-05 18:00:54,"안녕하십니까? 귀하께서 신청하신 민원(국민신문고 접수번호: 202507281002063810)에 대한 검토 결과를 다음과 같이 알려드립니다.

귀하의 민원은 청운대 안내소 주차장 쓰레기 청소 요청에 관한 내용으로 확인됩니다.

말씀주신 대상지는 지난 2025. 8. 1.(금) 현장확인 후 쓰레기 수거를 완료하였습니다. 앞으로도 아름답고 쾌적한 공원 관리를 위해 최선을 다하겠습니다.

우리구 공원 미화를 위해 신고주신 선생님께 다시 한번 감사드리며, 위 사항과 관련하여 더 궁금하신 사항에 대해서는 도시녹지과(담당 정지원 ☎02-2148-2832)로 연락해주시면 친절하게 설명해드리도록 하겠습니다. 감사합니다."
28,정부 청사 인근 공사 폐기물 장기 적치에 따른 악취 및 안전 위협 조치 요청,김○○,2025-07-26 08:45:10,"안녕하십니까.
저는 종로구 효자로9길 24 인근 빌라에 거주 중인 주민입니다.

최근 **정부 청사 신축이 완료된 이후에도 청사 후면부(GS편의점 뒤편)**에 공사 과정에서 발생한 폐기물과 자재들이 장기간 방치되고 있어 주민 생활에 심각한 피해가 발생하고 있습니다.

첨부된 사진에서 보시다시피,

폐자재(콘크리트 블록, 팔레트, 플라스틱 덮개 등),

다량의 폐기물 포대 및 쓰레기 더미,

오물과 악취 발생 등이 수주째 그대로 적재되어 있으며,

수거 예정이라고만 안내하고 실제 조치는 전혀 이루어지지 않고 있습니다.


이로 인해 다음과 같은 피해가 발생 중입니다:

1. 악취와 위생 문제: 여름철 기온 상승으로 인해 심한 악취가 발생하고 있으며, 해충 발생 우려도 있습니다.


2. 보행자 및 차량 통행 안전 위협: 적치된 폐기물이 인도 및 도로로 확장되어, 주차 및 통행이 매우 불편한 상황입니다.


3. 화재 및 낙하물 위험: 목재 팔레트 등 인화성 자재 및 부적절하게 쌓인 폐기물은 화재 및 붕괴 위험도 내포하고 있습니다.



해당 장소는 정부청사라는 공공기관 부지임에도 불구하고, 공사 종료 이후 지속적으로 관리 책임 없이 방치되고 있는 실정입니다.
이에 따라 다음과 같은 조치를 요청드립니다:


---

[요청사항]

1. 해당 지역(효자로9길 24 GS편의점 뒤편)의 폐기물 및 자재 즉각 수거 조치


2. 방치 책임 소재 확인 후, 시공사 및 청사 관리주체에 대한 행정 조치


3. 향후 공공청사 공사 완료 이후 잔여 자재 및 폐기물 적치 금지 안내 및 재발 방지 대책 마련




---

주거지 바로 앞 공공부지에서 이처럼 장기적으로 폐기물이 방치되는 것은 명백한 행정 관리 부실입니다.
시급한 현장 확인 및 조치 부탁드립니다.

감사합니다.",문화환경국 청소행정과,2025-07-30 10:58:17,"1. 안녕하십니까? 귀하께서 신청하신 응답소 민원(접수번호 : 202507260845103540)에 대해 아래와 같이 답변 드리겠습니다.

2. 귀하의 민원 내용은 효자로 8길 24 소재 정부청사의 공사폐기물 적치에 대한 수거 및 행정조치 요청으로 이해됩니다. 해당 장소는 정부청사 소유지로 우리 구에서는 직접 조치할 수 없으며, 주민 불편이 없도록 정부청사 관리자 처리요청하였으며, 2025.8.15.까지 수거 예정임을 알려드립니다.

3. 보다 자세한 문의사항이 있으실 경우 무단투기 관련 문의는 청소행정과 김보경(☎ 02-2148-2379)으로 연락 주시면 자세하게 설명드리도록 하겠습니다. 참고로 민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다. 감사합니다. 끝."
29,북촌 골목길 도로 정비 요청,김○○,2025-07-25 10:43:45,"- 위치 : 북촌로 7길 13 건물 주차 자리 앞
- 민원 내용 : 아스팔트가 넓게 파져서 도로에 흙구덩이가 생겼습니다.
그 위치에 동네 길고양이 배변장소가 되어 골목길이 온통 고양이 똥 천지입니다.
고양이들이 배변장소로 인식하지 못하게 하기 위하여 락스, 식초, 좀약 등 다 넣어봐도 무용지물입니다.
골목안쪽에 백윤재 가옥이 위치해 있어 내,외국인이 관광하러 자주 들락거려서 밟고 지나가는 분들도 많아 심할때는 그 주위 전체가 똥밭입니다.
안그래도 골목길 도로 상태가 많이 안 좋은데 확인해보시고 조치 부탁드립니다.
관광객도 거주자들도 편하게 지낼 수 있는 공간으로 조성해주세요.",도시안전국 도로과,2025-07-30 17:48:47,"1. 항상 구정 발전을 위해 적극 협조하여 주셔서 감사를 드립니다.
2. 선생님께서 말씀하신 북촌로7길 13 주차장 침하된 아스팔트는 사유지로 확인되어
정비하지 못하였으며, 도로정비는 제한된 예산으로 운영됨에 따라 안전상 긴급
하거나 도로상태가 좋지 않은 곳부터 순차적으로 진행하고 있습니다. 문의주신
구간 도로 상태 확인 결과 연내 정비는 어려우며 추후 재검토할 수 있도록 하겠
습니다.
3. 다시 한 번 구정 발전을 위한 관심과 의견에 감사드리며 궁금하신 사항은 종로구
도로과(김수동, 02-2148-3173)로 연락주시면 성심껏 답변드리겠습니다. 끝.

※ 첨부파일 :
image02.png"
30,공공부지 무단 주차 및 이중주차 방치 민원,안○○,2025-07-24 17:07:21,"신문로2가 2-1 부지에 공무원 차량들이 주차하고 있으나,
현장에는 공무원 전용 표지판, 주차구획선, 민간인 출입 금지 표식이 일절 없습니다.
이 상태에서 공무원 차량이 제 차량 앞에 이중주차까지 하여 통행을 방해했으며,
이는 공공부지의 불명확한 사용과 공무원 특혜로 보입니다.
해당 부지가 합법적 주차장인지 여부, 그리고 적절한 안내표지 없이 전용 사용 중인 이유에 대해 감사 또는 시정 요청합니다

------------------------------------


일시 : 25.7.23 오후9시경 ~ 2025.7.24 오전9시경
장소 : 경희궁, 서울역사박물관주차장 앞
내용 :
경희궁 앞을 방문할 일이 생겨 잠시 주차를 하였고,
이중주차로 인한 피해가 있었으며 이것이 타당한지 여쭙고자 민원드립니다.

경희궁 앞에 주차가 많이 되어있어 저도 주차를 했습니다.
돌아와보니 공무차량이 이중주차가 되어있더군요.

휴대전화로 전화를 드리니 이 곳은 공무원주차장이고,
다시 오시기에 1시간이 넘게걸리기때문에 차를 빼줄수가 없다고 합니다.
(오른쪽-공무차량, 왼쪽-어떤 회사차량, 앞-공무차량)
그 이후 전화를 받지 않으셨습니다.

다음날 아침, 다시 전화를 걸어 차를 빼달라고 말씀드리니
종로구청 직원으로 보이는 여자분께서 차를 빼주셨습니다.
뒤따라서 남자직원분이 나오시더군요.
본인들은 차를 댄 사람은 아니고, 차를 빼주러 온 사람이다. 죄송하다는 말씀만 하시며
이곳은 공무원주차장이라고 말씀을 하시더라구요.
(어느곳에도 주차에 대한 팻말은 없으며, 일반차량도 주차를 자유롭게 할 수 있는 공간이었습니다.)

공무원주차장은 공무원만 알고있는 장소를 뜻하는 것인지,
공무원만 주차할 수 있습니다라고 써두던지, 어떤 안내가 있어야하는 것이 아닙니까?
또한 다른 직원에게 시켜서 차를 빼주는 행위, 연락무응답 등
서울 중심에 있는 종로에 대한 인식이 크게 달라지는 일이었습니다.
결과적으로 그로인해서 저는 귀가하지 못했고, 출근도 못했습니다.
답변 기다리겠습니다.",문화환경국 문화과,2025-07-31 15:20:45,"1. 안녕하십니까? 귀하께서 신청하신 민원(접수번호: 202507241707213323)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원 내용은 종로문화재단 차량의 이중주차로 겪으신 불편 및 해당 사항 시정요구에 관한 내용으로 판단됩니다. 먼저 이중주차로 불편을 끼쳐드린 점에 대해 진심으로 사과드립니다.

3. 차량 이동에 불편을 드린 차량은 종로문화재단 사용중인 차량으로, 야간 행사를 마친 후 주차공간이 부족한 상황에서 부득이하게 이중주차를 하게 되었습니다. 늦은 시간으로 인해 연락이 원활하지 않았고, 바로 조치하지 못하여 불편을 드리게 되어 죄송합니다. 더욱이, 구청 공무원 주차장으로 잘못 인지하여 부정확한 안내로 혼선을 드린 점에 대해서도 다시 한 번 사과드립니다.

4. 앞으로 유사한 상황이 발생하지 않도록 주차 시 더욱 각별히 유의하고, 해당직원에게는 잘못된 정보를 안내하지 않도록 직원 교육을 실시하였습니다.

5. 다시 한 번 불편을 드린 점 진심으로 사과드리며, 앞으로도 구정발전에 많은 관심과 참여 부탁드립니다. 추가적인 문의사항이 있으실 경우 종로문화재단 박종윤(☎ 02-6203-1141)에게 연락주시면 친절하게 설명 드리겠습니다. 끝."
