parking_id,parking_name,lot_category,lot_type,operation_rule,district,address,latitude,longitude,phone,capacity,pay_type,base_fee,base_time,add_fee,add_time,day_max_fee,monthly_fee,weekday_start,weekday_end,weekend_start,weekend_end,holiday_start,holiday_end,source
2873793,대학로뮤지컬센터 주차장,민영,부설,미연계,종로구,종로구 동숭동 25-5,37.582889,127.004396,,44,유료,2000,30,2000,30,20000,0,1000,2300,1000,2300,1000,2300,seoul_site
3106583,대학로스타시티빌딩 주차장,민영,부설,미연계,종로구,종로구 명륜4가 113-1,37.582063,127.000488,0,33,유료,2000,30,2000,30,24500,,0,2400,0,2400,0,2400,seoul_site
2931118,대학로예술극장 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-67,37.582051,127.00319,,71,유료,2000,30,1000,15,0,0,800,2300,800,2300,800,2300,seoul_site
3032561,대한적십자사 서울병원,민영,부설,미연계,종로구,종로구 평동 164-0,37.567334,126.966963,02-2002-8721,240,유료,700,10,700,10,,,0,2400,0,2400,0,2400,seoul_site
3161319,대호빌딩B동 주차장,민영,부설,미연계,종로구,종로구 연지동 136-5,37.573647,126.999784,,105,유료,2000,30,1000,10,20000,170000,600,2200,600,2200,600,2200,seoul_site
3077671,대화(민영),민영,노외,미연계,종로구,종로구 팔판동 59-4,37.582314,126.981621,02-738-4074,16,유료,3000,30,1000,10,40000,0,900,2200,900,2200,900,2200,seoul_site
3065520,대화주차장(민영),민영,노외,미연계,종로구,종로구 삼청동 97-2,37.583753,126.98185,,14,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
2927399,더브릭스빌딩 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-93,37.580989,127.003737,0,12,유료,2000,30,1000,15,0,150000,900,2200,900,2200,900,2200,seoul_site
3008053,독일(민영),민영,노외,미연계,종로구,종로구 창신동 525-2,37.571828,127.012623,02-764-1784,6,유료,2000,30,700,10,0,0,700,2200,700,2200,0,0,seoul_site
2996619,동대문쇼핑타운,민영,부설,미연계,종로구,종로구 종로6가 289-57,37.570835,127.008165,02-2262-0345,220,유료,2000,30,2000,30,0,0,600,2000,600,1800,600,1800,seoul_site
3013086,동대문호텔 주차장(민영),민영,노외,미연계,종로구,종로구 창신동 444-1,37.571001,127.010517,02-741-7811,7,유료,2000,30,2000,30,20000,,800,2400,0,2400,0,2400,seoul_site
2986159,동덕빌딩 주차장,민영,부설,미연계,종로구,종로구 관훈동 151-8,37.574883,126.98317,0,101,유료,3000,30,1000,15,20000,,0,2400,0,2400,0,2400,seoul_site
3215852,동묘 공영주차장(구),공영,노외,미연계,종로구,종로구 숭인동 227-8,37.5733029,127.0188904,,23,유료,500,5,500,5,,,0,2400,0,2400,0,2400,seoul_site
2924782,동문 주차장(민영),민영,노외,미연계,종로구,종로구 종로6가 43-1,37.571962,127.007661,02-764-6151,20,유료,2000,30,1000,10,15000,200000,0,2400,0,2400,0,2400,seoul_site
3008544,동문(민영),민영,노외,미연계,종로구,종로구 창신동 433-5,37.57086183,127.01244663,,25,유료,2000,30,700,10,10000,170000,500,1800,400,1800,0,0,seoul_site
1451367,동순라길(종묘) 관광버스전용 주차장(시),공영,노상,20분,종로구,종로구 인의동 112-10,37.572772682,126.99675077399999,02-2290-6449,5,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
2873791,동숭인사이드 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-44,37.583007,127.00364,,15,유료,2000,30,2000,30,17000,0,930,2300,930,2300,930,2300,seoul_site
1584565,동승(민영),민영,노외,미연계,종로구,종로구 종로6가 289-3,37.57046681,127.00897092,02-2262-0213,242,유료,3000,30,1000,15,,,600,2000,600,2000,600,2000,seoul_site
2880321,동신(민영),민영,노외,미연계,종로구,종로구 이화동 215-0,37.575798,127.003311,02-765-9122,12,유료,2000,30,1000,15,15000,170000,700,1900,800,1700,0,0,seoul_site
2874371,동호(민영),민영,노외,미연계,종로구,종로구 동숭동 1-143,37.580546,127.004029,02-743-5377,13,유료,2000,30,1000,15,20000,160000,1000,2400,1000,2400,1000,2400,seoul_site
3154795,두산아트센터 주차장,민영,부설,미연계,종로구,종로구 연지동 270-0,37.571915,127.001242,,167,유료,1000,10,1000,10,15000,176000,600,2300,600,2300,600,2300,seoul_site
2965886,두산위브파빌리온 주차장,민영,부설,미연계,종로구,종로구 수송동 58-0,37.572568,126.981862,0,367,유료,1000,10,1000,10,18000,0,0,2400,0,2400,0,2400,seoul_site
3085882,러닝웨이코리아 주차장,민영,부설,미연계,종로구,종로구 내자동 167-2,37.575119,126.970686,0,20,유료,0,60,1000,60,,,800,2200,800,2200,800,2200,seoul_site
2925704,리트모빌딩 주차장,민영,부설,미연계,종로구,종로구 동숭동 1-73,37.582485,127.003286,,16,유료,3000,60,1500,30,15000,150000,900,2200,900,2200,900,2200,seoul_site
3076679,명광교회옆(구),공영,노외,미연계,종로구,종로구 명륜3가 12-0,37.586747,126.996479,02-6048-1234,8,유료,250,5,250,5,0,,0,2400,0,2400,0,2400,seoul_site
3172084,명륜1가공영주차장(구),공영,노외,미연계,종로구,종로구 명륜1가 5-14,37.589779,126.997681,02-6048-1234,50,유료,300,5,300,5,0,,0,2400,0,2400,0,2400,seoul_site
2877166,명륜동와룡주차장(구),공영,노외,미연계,종로구,종로구 명륜3가 1-21,37.588529,126.995369,02-6048-1234,78,유료,300,5,300,5,,,0,0,0,0,0,0,seoul_site
890365,명륜빌딩 주차장,민영,부설,미연계,종로구,종로구 명륜3가 127-0,37.58367862,126.99742542,,15,유료,1000,30,500,10,10000,0,0,2400,0,2400,0,2400,seoul_site
3245928,명륜빌딩 주차장 (아마노)(민영),민영,노외,미연계,종로구,종로구 명륜3가 127-0,37.583517,126.997342,,15,유료,1000,30,500,10,,,0,0,0,0,0,0,seoul_site
3215836,무계원 공영주차장(구),공영,노외,미연계,종로구,종로구 부암동 328-2,37.5916594,126.9633293,,22,유료,300,5,,,,,0,2400,0,2400,0,2400,seoul_site
2876592,방주주차빌딩(민영),민영,노외,미연계,종로구,종로구 종로5가 17-1,37.57132,127.005105,02-3673-5588,73,유료,2000,20,1000,10,30000,275000,600,2200,600,2200,0,0,seoul_site
3215845,방통대 공영주차장(구),공영,노외,미연계,종로구,종로구 동숭동 169-1,37.5787747,127.0027987,,100,유료,400,5,400,5,0,0,0,2400,0,2400,0,2400,seoul_site
3167358,보령빌딩 주차장,민영,부설,미연계,종로구,종로구 원남동 66-21,37.574515,126.998018,,152,유료,2000,30,1000,10,25000,,600,2400,600,2400,600,2400,seoul_site
171811,보루네오(민영),민영,노외,미연계,종로구,종로구 숭인동 228-2,37.57364676,127.01945974,02-2232-9980,15,유료,2000,30,1000,15,15000,150000,0,2400,0,2400,0,2400,seoul_site
3245938,보르네오(민영),민영,노외,미연계,종로구,종로구 숭인동 228-2,37.5736393,127.019451,,15,유료,2000,30,1000,15,,,0,0,0,0,0,0,seoul_site
3022918,부귀빌딩 주차장,민영,부설,미연계,종로구,종로구 교북동 11-1,37.571954,126.961419,,32,유료,2000,30,,,,,0,0,0,0,0,0,seoul_site
3110943,부암유료주차장(민영),민영,노외,미연계,종로구,종로구 부암동 278-1,37.592997,126.963731,,12,유료,2000,30,,,,,0,0,0,0,0,0,seoul_site
1912720,불가마 주차장,민영,부설,미연계,종로구,종로구 명륜2가 21-22,37.584252,127.000635,,29,유료,2000,30,1000,15,25000,0,700,2300,700,2300,700,2300,seoul_site
3069146,비봉(구),공영,노외,미연계,종로구,종로구 구기동 139-9,37.61218,126.956556,02-6048-1234,40,유료,200,5,200,5,0,140000,0,2400,0,2400,0,2400,seoul_site
1452329,사직로1 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 내자동 35-0 내자동 54(치과의원) ~ 필운동 227(금고 앞),37.57612308333333,126.97095612466666,02)2133-2357,15,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
1452076,사직로2 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 내자동 131-0 내자동136(사직이용원) ~ 내자동75-4(가로등),37.57586601111112,126.97110202111111,02)2133-2357,9,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
1452074,사직로3 관광버스 주차허용 구간(시),공영,노상,미연계,종로구,종로구 사직동 240-0 (한국갤럽 앞 ~ 풍림스페이스본 버스정류장 전),37.574614395,126.96774537499999,02)2133-2357,4,무료,0,0,0,0,0,0,0,0,0,0,0,0,seoul_site
3245929,삼성 주차장(민영),민영,노외,미연계,종로구,종로구 창신동 326-6,37.5724977,127.0149775,,17,유료,2000,30,1000,10,,,0,0,0,0,0,0,seoul_site
1584611,삼성(민영),민영,노외,미연계,종로구,종로구 창신동 326-6,37.57253241,127.01500732,02-764-5869,17,무료,,,,,,,0,0,0,0,0,0,seoul_site
3054296,삼원(민영),민영,노외,미연계,종로구,종로구 체부동 50-0,37.576804,126.972205,02-733-8824,4,유료,3000,30,1000,10,0,0,900,2100,900,2100,0,0,seoul_site
1566303,삼청공원앞(구),공영,노상,미연계,종로구,종로구 삼청동 25-11,37.58741007277778,126.98283296833334,,18,유료,250,5,500,10,0,180000,900,2100,900,1700,0,0,seoul_site
3247314,삼청제2공영(구),공영,노외,미연계,종로구,종로구 삼청동 1-12,37.588248,126.9812814,,27,유료,300,5,300,5,,,0,2400,0,2400,0,2400,seoul_site
2962144,서린(민영),민영,노외,미연계,종로구,종로구 서린동 111-3,37.569752,126.97969,02-735-4530,20,유료,3000,30,1000,10,25000,200000,830,2130,800,1700,0,0,seoul_site
2961644,서린민영주차장,민영,부설,미연계,종로구,종로구 서린동 111-1,37.569902,126.979623,,20,유료,3000,30,1000,10,25000,250000,800,2100,800,2100,800,2100,seoul_site
2998504,서울극장,민영,부설,미연계,종로구,종로구 관수동 59-7,37.569769,126.991823,0503-7745-1476,87,유료,2000,30,1000,10,20000,187000,900,2300,900,2300,900,2300,seoul_site
1386536,서울글로벌센터 공영주차장(시),공영,노외,20분,종로구,종로구 서린동 63-0,37.56983402,126.98150586,02-720-9862,44,유료,700,5,700,5,,336000,900,1800,0,0,0,0,seoul_site
665560,서울대학교병원 고객 주차장,민영,부설,미연계,종로구,종로구 연건동 28-21,37.57900667,126.99913502,,1595,유료,1500,30,500,10,30000,180000,0,2400,0,2400,0,2400,seoul_site
3214516,서울대학교치과병원,민영,부설,미연계,종로구,종로구 연건동 28-21*,37.57749391456385,126.99994056647303,02-2072-2655,241,유료,500,10,500,10,,,0,2400,0,2400,0,2400,seoul_site
1416041,서울디자인재단 지원센터 주차장,공영,부설,20분,종로구,종로구 종로6가 70-6,37.57288249,127.00816125,02-2096-0153,32,유료,400,5,400,5,0,,700,2200,700,2200,700,2200,seoul_site
3161310,서울보증보험 주차장,민영,부설,미연계,종로구,종로구 연지동 136-74,37.573708,127.000891,,456,유료,2000,30,1000,10,20000,150000,600,2300,600,2300,0,0,seoul_site
3025038,서울시교육청주차장,민영,부설,미연계,종로구,종로구 신문로2가 2-77,37.56997,126.967439,02-399-9287~8,163,유료,0,30,400,5,18000,0,900,1800,0,0,0,0,seoul_site
3021351,서울역사박물관,민영,부설,미연계,종로구,종로구 신문로2가 2-1,37.571295,126.96994,02-724-0234,114,유료,1000,60,400,5,22000,,800,2200,800,2200,800,2200,seoul_site
2973973,서울지방국세청,민영,부설,미연계,종로구,종로구 수송동 104-0,37.574066,126.979885,010-2507-1853,4,유료,1500,15,500,5,0,0,1800,800,0,2400,0,2400,seoul_site
2971071,서원빌딩 주차장,민영,부설,미연계,종로구,종로구 경운동 91-1,37.576308,126.985964,0,50,유료,2000,30,2000,30,20000,,700,1900,700,1300,0,0,seoul_site
2977342,서인사마당(구),공영,노외,미연계,종로구,종로구 견지동 85-18,37.573527,126.983806,02-6048-1234,40,유료,500,5,500,5,,,0,2400,0,2400,0,2400,seoul_site
3061193,석파정서울미술관,민영,부설,미연계,종로구,종로구 부암동 202-4,37.594706,126.963189,,62,유료,1000,10,1000,10,,,1100,1810,1100,1810,1100,1810,seoul_site
3073021,성균관대학교,민영,부설,미연계,종로구,종로구 명륜3가 53-21,37.588814,126.992454,0,646,유료,2000,30,500,10,,,0,2400,0,2400,0,2400,seoul_site
3013483,세란병원 주차장,민영,부설,미연계,종로구,종로구 무악동 32-2,37.57518,126.957486,0,80,유료,2000,30,1000,15,20000,,700,2130,730,2100,730,2100,seoul_site
2974204,세미콜론수송 주차장,민영,부설,20분,종로구,종로구 수송동 83-1,37.57459,126.98096,02-1522-0741,310,유료,4500,30,4500,30,45000,250000,0,2400,0,2400,0,2400,seoul_site
1451715,세운상가밑(구),공영,노상,미연계,종로구,종로구 장사동 116-3,37.56929636433333,126.99526561533334,,30,유료,500,5,1000,10,0,250000,900,1900,900,1500,0,0,seoul_site
2996198,세운스퀘어 주차장,민영,부설,미연계,종로구,종로구 인의동 112-2,37.571871,126.996703,,123,유료,3000,30,1000,10,20000,150000,500,2400,500,2400,500,2400,seoul_site
171721,세종로 공영주차장(시),공영,노외,20분,종로구,종로구 세종로 80-1,37.57340269,126.97588429,02-2290-6566,1260,유료,430,5,430,5,,176000,0,2400,0,2400,0,2400,seoul_site
3085899,세종빌딩 주차장,민영,부설,미연계,종로구,종로구 당주동 100-0,37.571895,126.973351,,121,유료,0,60,1300,30,0,0,800,1800,0,0,0,0,seoul_site
171777,세종주차장(민영),민영,노외,미연계,종로구,종로구 관수동 155-1,37.56901932,126.98920432,080-330-3600,250,유료,3000,30,3000,30,20000,200000,0,2400,0,2400,0,2400,seoul_site
2997707,센츄럴관광호텔 주차장,민영,부설,미연계,종로구,종로구 장사동 227-1,37.568828,126.992948,0,30,유료,3000,30,1000,10,30000,,0,0,0,0,0,0,seoul_site
3085908,센터포인트 주차장,민영,부설,미연계,종로구,종로구 도렴동 65-0,37.573056,126.974305,0,144,유료,1000,10,1000,10,40000,220000,600,2300,600,2300,600,2300,seoul_site
1912957,센트로폴리스,민영,부설,20분,종로구,종로구 공평동 17-0,37.571631,126.983431,02-1688-1054,560,유료,2000,20,2000,20,30000,242000,0,2400,0,2400,0,2400,seoul_site
3246543,숭인 공영주차장(구),공영,노외,미연계,종로구,종로구 숭인동 57-18,37.577452,127.016703,,119,유료,300,5,300,5,0,0,0,2400,0,2400,0,2400,seoul_site
3245941,숭인빌딩(민영),민영,노외,미연계,종로구,종로구 숭인동 234-86,37.57340336,127.019581,,9,유료,3500,30,1200,10,,,0,0,0,0,0,0,seoul_site
3002394,쉘톤빌딩 민영 주차장,민영,부설,미연계,종로구,종로구 창신동 448-6,37.570819,127.011388,,15,유료,4000,60,700,10,107000,0,800,2200,800,2200,800,2200,seoul_site
3110155,신교 공영주차장(구),공영,노외,미연계,종로구,종로구 신교동 66-0,37.584057,126.9696613,02-2236-0052,158,유료,300,5,300,5,0,0,0,2400,0,2400,0,2400,seoul_site
1385457,신문로 공영주차장(구),공영,노외,미연계,종로구,종로구 신문로1가 58-36,37.57107424,126.97315939,02-6048-1234,30,유료,500,5,500,5,0,350000,900,1900,900,1900,900,1900,seoul_site
3245920,신원남(민영),민영,노외,미연계,종로구,종로구 원남동 249-7,37.574909,126.997005,,25,유료,4000,60,1000,15,,,0,0,0,0,0,0,seoul_site
981157,신원남(민영),민영,노외,미연계,종로구,종로구 원남동 249-7,37.5748994,126.99708341,02-741-6211,25,유료,3000,30,1000,15,15000,160000,800,2000,800,1700,0,0,seoul_site
2999118,씨네코아 주차장,민영,부설,미연계,종로구,종로구 관철동 33-1,37.56897,126.988155,02-2285-2723,61,유료,2000,30,1000,10,25000,,630,2230,630,2230,630,2230,seoul_site
3155848,아르젠종로,민영,부설,미연계,종로구,종로구 연지동 163-3,37.573248,126.998746,0,38,유료,2000,30,1000,10,,,0,0,0,0,0,0,seoul_site
3136097,아시아 주차장(민영),민영,노외,미연계,종로구,종로구 명륜4가 187-0,37.58252,126.998723,,16,유료,2000,30,2000,30,0,0,700,2200,700,2200,700,2200,seoul_site
1910358,안국역 4번출구 주차장(민영),민영,노외,미연계,종로구,종로구 운니동 114-2,37.57681454,126.98763241,031-628-7168,92,유료,1000,30,500,15,20000,200000,0,2400,0,2400,0,2400,seoul_site
2976591,알파빌딩,민영,부설,미연계,종로구,종로구 서린동 70-0,37.569829,126.981107,010-6337-5173,84,유료,2000,30,500,10,20000,0,600,2000,0,0,0,0,seoul_site
3082691,양지(민영),민영,노외,미연계,종로구,종로구 당주동 169-1,37.570958,126.9743,02-720-1779,15,유료,1000,10,1000,10,20000,200000,0,0,0,0,0,0,seoul_site
3158098,여전도회관 주차장,민영,부설,미연계,종로구,종로구 연지동 1-1,37.575416,126.999521,,72,유료,2000,30,1000,10,30000,154000,700,2000,700,2000,700,2000,seoul_site
3245945,연주차장(민영),민영,노외,미연계,종로구,종로구 동숭동 190-12,37.5797029,127.004861,,5,무료,,,,,,,0,0,0,0,0,0,seoul_site
